Time,leader_position(m),follower_position(m),leader_speed(m/s),follower_speed(m/s),leader_acc(m/s^2),follower_acc(m/s^2),trajectory_number
70.8,488.99,470.97,7.6139,7.6109,1.2802,1.3106,13
70.9,489.75,471.73,7.7419,7.7419,2.4079,2.3165,13
71,490.53,472.51,7.9827,7.9736,2.9566,2.7737,13
71.1,491.33,473.3,8.2784,8.2509,2.347,2.6213,13
71.2,492.15,474.13,8.5131,8.5131,1.1582,3.3833,13
71.3,493,474.98,8.6289,8.8514,0.09144,1.0668,13
71.4,493.87,475.86,8.638,8.9581,0.06096,-1.463,13
71.5,494.73,476.76,8.6441,8.8118,1.3716,-0.70104,13
71.6,495.6,477.64,8.7813,8.7417,2.1336,0.79248,13
71.7,496.47,478.52,8.9946,8.8209,1.2497,2.5298,13
71.8,497.37,479.4,9.1196,9.0739,0.97536,1.3716,13
71.9,498.29,480.3,9.2172,9.2111,0.4572,-0.67056,13
72,499.21,481.23,9.2629,9.144,-0.12192,0,13
72.1,500.13,482.14,9.2507,9.144,0.1524,0,13
72.2,501.06,483.05,9.2659,9.144,0.54864,0,13
72.3,501.99,483.97,9.3208,9.144,1.4021,0,13
72.4,502.92,484.88,9.461,9.144,1.4326,0,13
72.5,503.86,485.8,9.6042,9.144,0.762,0,13
72.6,504.82,486.71,9.6804,9.144,1.6154,0,13
72.7,505.79,487.63,9.842,9.144,3.1699,0,13
72.8,506.78,488.54,10.159,9.144,3.3223,0,13
72.9,507.79,489.46,10.491,9.144,1.8593,0.06096,13
73,508.84,490.37,10.677,9.1501,0.42672,-0.21336,13
73.1,509.91,491.28,10.72,9.1288,-0.36576,-0.24384,13
73.2,510.98,492.2,10.683,9.1044,-0.21336,0.3048,13
73.3,512.05,493.11,10.662,9.1349,0.12192,1.3411,13
73.4,513.12,494.02,10.674,9.269,-0.21336,2.3165,13
73.5,514.18,494.95,10.653,9.5006,-0.24384,2.7432,13
73.6,515.25,495.9,10.628,9.7749,0.33528,2.4079,13
73.7,516.31,496.88,10.662,10.016,1.1278,3.1699,13
73.8,517.38,497.88,10.775,10.333,2.3774,3.2614,13
73.9,518.45,498.91,11.012,10.659,3.5966,1.6154,13
74,519.56,499.98,11.372,10.82,3.81,0.03048,13
74.1,520.69,501.06,11.753,10.823,3.6576,-1.2192,13
74.2,521.87,502.14,12.119,10.702,4.0843,-0.6096,13
74.3,523.08,503.21,12.527,10.641,2.4994,0.27432,13
74.4,524.33,504.28,12.777,10.668,-0.1524,0,13
74.5,525.61,505.34,12.762,10.668,-2.5298,0.06096,13
74.6,526.89,506.41,12.509,10.674,-2.4689,-0.21336,13
74.7,528.14,507.48,12.262,10.653,-2.1641,-0.27432,13
74.8,529.36,508.54,12.046,10.625,-1.0058,0.42672,13
74.9,530.57,509.6,11.945,10.668,-0.36576,1.5545,13
75,531.76,510.67,11.909,10.823,-0.12192,1.8593,13
75.1,532.95,511.75,11.896,11.009,0.82296,1.2192,13
75.2,534.14,512.85,11.979,11.131,0.33528,0.64008,13
75.3,535.34,513.97,12.012,11.195,-0.12192,1.8593,13
75.4,536.54,515.09,12,11.381,-0.09144,3.4442,13
75.5,537.74,516.23,11.991,11.726,0.03048,2.6518,13
75.6,538.94,517.4,11.994,11.991,0.03048,0.18288,13
75.7,540.14,518.6,11.997,12.009,-0.03048,-0.97536,13
75.8,541.34,519.8,11.994,11.912,0,0.54864,13
75.9,542.54,520.99,11.994,11.966,0,3.5662,13
76,543.74,522.19,11.994,12.323,0,4.2062,13
76.1,544.94,523.42,11.994,12.744,0,2.9261,13
76.2,546.14,524.69,11.994,13.036,0,-0.1524,13
76.3,547.34,526,11.994,13.021,0,-2.286,13
76.4,548.54,527.3,11.994,12.792,0,-1.8898,13
76.5,549.74,528.58,11.994,12.603,0.73152,-1.585,13
76.6,550.94,529.84,12.067,12.445,-1.4326,-2.5908,13
76.7,552.14,531.08,11.924,12.186,-3.0175,-3.9624,13
76.8,553.33,532.3,11.622,11.79,-1.0973,-4.3891,13
76.9,554.5,533.48,11.512,11.351,1.0973,-0.27432,13
77,555.65,534.61,11.622,11.323,3.0175,2.9261,13
77.1,556.81,535.75,11.924,11.616,1.4021,3.749,13
77.2,558,536.91,12.064,11.991,-0.73152,2.1946,13
77.3,559.21,538.11,11.991,12.21,0.09144,0.67056,13
77.4,560.41,539.33,12,12.277,-0.27432,-0.79248,13
77.5,561.61,540.56,11.973,12.198,-0.48768,-1.7374,13
77.6,562.81,541.78,11.924,12.024,0.73152,-1.7374,13
77.7,564,542.98,11.997,11.851,4.0538,-0.09144,13
77.8,565.2,544.16,12.402,11.841,4.6025,2.5298,13
77.9,566.44,545.35,12.863,12.094,4.4501,3.3223,13
78,567.72,546.56,13.308,12.427,4.572,1.8898,13
78.1,569.05,547.8,13.765,12.616,4.0538,0.27432,13
78.2,570.43,549.06,14.17,12.643,0.73152,0.1524,13
78.3,571.85,550.33,14.243,12.658,-0.48768,-1.4326,13
78.4,573.27,551.59,14.195,12.515,0.21336,-2.6518,13
78.5,574.69,552.84,14.216,12.25,-0.6096,-1.0668,13
78.6,576.11,554.07,14.155,12.143,-1.9202,1.0058,13
78.7,577.53,555.28,13.963,12.244,-1.4021,2.7127,13
78.8,578.93,556.51,13.823,12.515,-0.85344,1.2802,13
78.9,580.31,557.76,13.737,12.643,0.1524,-0.64008,13
79,581.68,559.02,13.753,12.579,-0.18288,1.14E-11,13
79.1,583.06,560.28,13.734,12.579,-0.6096,-1.14E-11,13
79.2,584.43,561.54,13.673,12.579,0.27432,0.03048,13
79.3,585.8,562.8,13.701,12.582,0.18288,-0.1524,13
79.4,587.17,564.05,13.719,12.567,-1.14E-11,-0.21336,13
79.5,588.54,565.31,13.719,12.546,-0.06096,0.27432,13
79.6,589.91,566.57,13.713,12.573,0.06096,1.3106,13
79.7,591.28,567.82,13.719,12.704,0.12192,2.286,13
79.8,592.65,569.09,13.731,12.933,0.03048,2.7737,13
79.9,594.03,570.39,13.734,13.21,-0.03048,2.3165,13
80,595.4,571.71,13.731,13.442,-0.1524,1.2497,13
80.1,596.77,573.05,13.716,13.567,-1.14E-11,0.3048,13
80.2,598.15,574.41,13.716,13.597,1.14E-11,0.21336,13
0.1,8.2278,0,13.759,13.5,-0.42672,-2.4079,14
0.2,9.6036,1.35,13.716,13.259,-0.03048,-4.7549,14
0.3,10.975,2.6758,13.713,12.783,0.03048,-3.7795,14
0.4,12.347,3.9542,13.716,12.405,-1.78E-13,-3.7795,14
0.5,13.718,5.1947,13.716,12.027,7.11E-13,-1.0363,14
0.6,15.09,6.3974,13.716,11.924,-5.33E-13,-0.18288,14
0.7,16.461,7.5898,13.716,11.905,-0.03048,-0.82296,14
0.8,17.833,8.7804,13.713,11.823,0.03048,-0.27432,14
0.9,19.204,9.9627,13.716,11.796,-0.03048,2.6518,14
1,20.576,11.142,13.713,12.061,-0.03048,3.1699,14
1.1,21.947,12.348,13.71,12.378,0.57912,2.0117,14
1.2,23.318,13.586,13.768,12.579,-0.4572,0.33528,14
1.3,24.695,14.844,13.722,12.613,-1.9202,-0.82296,14
1.4,26.067,16.105,13.53,12.53,-1.9812,-1.0668,14
1.5,27.42,17.358,13.332,12.424,-2.1641,-0.18288,14
1.6,28.753,18.601,13.116,12.405,-1.2192,1.1278,14
1.7,30.065,19.841,12.994,12.518,0.12192,1.6154,14
1.8,31.364,21.093,13.006,12.68,0.79248,1.1278,14
1.9,32.665,22.361,13.085,12.792,1.1887,0.88392,14
2,33.973,23.64,13.204,12.881,-1.3411,-1.0668,14
2.1,35.294,24.928,13.07,12.774,-4.0843,-2.225,14
2.2,36.601,26.206,12.661,12.552,-3.4747,-0.70104,14
2.3,37.867,27.461,12.314,12.482,-0.4572,0.82296,14
2.4,39.098,28.709,12.268,12.564,2.4994,2.0422,14
2.5,40.325,29.965,12.518,12.768,4.0843,0.94488,14
2.6,41.577,31.242,12.927,12.863,3.2614,-0.3048,14
2.7,42.87,32.529,13.253,12.832,2.7737,0.33528,14
2.8,44.195,33.812,13.53,12.866,-1.8288,0.36576,14
2.9,45.548,35.098,13.347,12.902,-5.1206,0.06096,14
3,46.883,36.389,12.835,12.908,-1.7678,0.27432,14
3.1,48.166,37.679,12.658,12.936,2.3165,0.3048,14
3.2,49.432,38.973,12.89,12.966,4.0538,-0.762,14
3.3,50.721,40.27,13.295,12.89,-1.2497,-3.4138,14
3.4,52.05,41.559,13.17,12.549,-5.0597,-4.0538,14
3.5,53.367,42.813,12.664,12.143,-4.7549,-4.0538,14
3.6,54.634,44.028,12.189,11.738,-1.9507,-4.4501,14
3.7,55.853,45.202,11.994,11.293,1.1887,-4.4501,14
3.8,57.052,46.331,12.113,10.848,2.6822,-2.6518,14
3.9,58.263,47.416,12.381,10.583,2.6213,0.762,14
4,59.502,48.474,12.643,10.659,1.6764,2.4994,14
4.1,60.766,49.54,12.811,10.909,0.67056,0.82296,14
4.2,62.047,50.631,12.878,10.991,-0.51816,-0.18288,14
4.3,63.335,51.73,12.826,10.973,-1.2497,2.5908,14
4.4,64.617,52.827,12.701,11.232,-0.79248,3.109,14
4.5,65.887,53.95,12.622,11.543,0.03048,2.987,14
4.6,67.15,55.104,12.625,11.841,-0.4572,2.5603,14
4.7,68.412,56.289,12.579,12.098,-1.463,1.7983,14
4.8,69.67,57.498,12.433,12.277,-1.6764,1.2802,14
4.9,70.913,58.726,12.265,12.405,-1.0363,0.94488,14
5,72.14,59.967,12.162,12.5,0.12192,0.18288,14
5.1,73.356,61.217,12.174,12.518,0.6096,-1.1582,14
5.2,74.573,62.468,12.235,12.402,-0.1524,-1.6764,14
5.3,75.797,63.709,12.219,12.235,-1.524,-0.67056,14
5.4,77.019,64.932,12.067,12.168,-2.9261,0.6096,14
5.5,78.225,66.149,11.774,12.229,-3.5357,0.24384,14
5.6,79.403,67.372,11.421,12.253,-1.7069,-1.9507,14
5.7,80.545,68.597,11.25,12.058,-2.3774,-3.749,14
5.8,81.67,69.803,11.012,11.683,-2.9261,-3.6576,14
5.9,82.771,70.971,10.72,11.317,-0.73152,-2.0726,14
6,83.843,72.103,10.647,11.11,1.3106,0.4572,14
6.1,84.908,73.214,10.778,11.156,2.9566,1.7983,14
6.2,85.986,74.329,11.073,11.336,1.0058,0.88392,14
6.3,87.093,75.463,11.174,11.424,-1.0668,-1.3411,14
6.4,88.21,76.605,11.067,11.29,0.70104,-2.5908,14
6.5,89.317,77.734,11.137,11.031,2.4994,-0.82296,14
6.6,90.431,78.837,11.387,10.948,3.8405,2.8956,14
6.7,91.57,79.932,11.771,11.238,3.2004,1.7069,14
6.8,92.747,81.056,12.091,11.409,1.4326,-1.2192,14
6.9,93.956,82.197,12.235,11.287,0.03048,-0.97536,14
7,95.179,83.326,12.238,11.189,-0.42672,0.73152,14
7.1,96.403,84.445,12.195,11.262,-0.12192,2.9566,14
7.2,97.623,85.571,12.183,11.558,0.06096,1.9507,14
7.3,98.841,86.727,12.189,11.753,0,0.79248,14
7.4,100.06,87.902,12.189,11.832,0,2.0726,14
7.5,101.28,89.085,12.189,12.04,0.03048,1.524,14
7.6,102.5,90.289,12.192,12.192,-0.03048,0.42672,14
7.7,103.72,91.508,12.189,12.235,-2.84E-12,-0.33528,14
7.8,104.94,92.732,12.189,12.201,2.84E-12,-0.1524,14
7.9,106.15,93.952,12.189,12.186,0,0.03048,14
8,107.37,95.17,12.189,12.189,0,2.84E-12,14
8.1,108.59,96.389,12.189,12.189,1.42E-12,0,14
8.2,109.81,97.608,12.189,12.189,-5.68E-12,0,14
8.3,111.03,98.827,12.189,12.189,4.26E-12,0.06096,14
8.4,112.25,100.05,12.189,12.195,0,-0.09144,14
8.5,113.47,101.27,12.189,12.186,1.42E-12,-0.12192,14
8.6,114.69,102.48,12.189,12.174,-1.42E-12,-0.06096,14
8.7,115.91,103.7,12.189,12.168,-4.26E-12,-0.18288,14
8.8,117.12,104.92,12.189,12.149,0.03048,-0.03048,14
8.9,118.34,106.13,12.192,12.146,-0.03048,0.12192,14
9,119.56,107.35,12.189,12.158,0,0.24384,14
9.1,120.78,108.56,12.189,12.183,1.42E-12,0.27432,14
9.2,122,109.78,12.189,12.21,0.48768,0.03048,14
9.3,123.22,111,12.238,12.213,-0.94488,-0.12192,14
9.4,124.44,112.22,12.143,12.201,-2.1031,0.18288,14
9.5,125.66,113.44,11.933,12.219,-0.79248,0.33528,14
9.6,126.85,114.67,11.854,12.253,0.79248,-0.42672,14
9.7,128.04,115.89,11.933,12.21,2.0422,-1.9507,14
9.8,129.23,117.11,12.137,12.015,0.94488,-3.7795,14
9.9,130.44,118.31,12.232,11.637,-0.4572,-4.0234,14
10,131.67,119.48,12.186,11.235,-0.03048,-1.7069,14
10.1,132.88,120.6,12.183,11.064,0.03048,1.7678,14
10.2,134.1,121.71,12.186,11.241,-0.03048,4.9987,14
10.3,135.32,122.83,12.183,11.741,5.68E-12,2.5603,14
10.4,136.54,124.01,12.183,11.997,-2.84E-12,-2.1946,14
10.5,137.76,125.21,12.183,11.777,0.03048,-4.0234,14
10.6,138.98,126.38,12.186,11.375,-0.03048,-3.2614,14
10.7,140.2,127.52,12.183,11.049,0,0.762,14
10.8,141.41,128.63,12.183,11.125,0.03048,2.1336,14
10.9,142.63,129.74,12.186,11.339,-2.84E-12,0.6096,14
11,143.85,130.87,12.186,11.4,0.09144,-0.64008,14
11.1,145.07,132.01,12.195,11.336,-0.24384,-2.7432,14
11.2,146.29,133.15,12.171,11.061,-0.88392,-2.7127,14
11.3,147.51,134.25,12.082,10.79,-1.1582,-1.524,14
11.4,148.71,135.33,11.966,10.638,-0.54864,-0.79248,14
11.5,149.91,136.39,11.912,10.558,0.54864,-0.27432,14
11.6,151.1,137.45,11.966,10.531,1.1887,-0.1524,14
11.7,152.3,138.5,12.085,10.516,0.88392,-0.09144,14
11.8,153.51,139.56,12.174,10.506,0.24384,0.09144,14
11.9,154.72,140.61,12.198,10.516,-0.06096,0.06096,14
12,155.94,141.66,12.192,10.522,-0.03048,2.84E-12,14
12.1,157.16,142.71,12.189,10.522,0.03048,-0.03048,14
12.2,158.38,143.76,12.192,10.519,0,-0.18288,14
12.3,159.6,144.81,12.192,10.5,-0.03048,0.09144,14
12.4,160.82,145.86,12.189,10.51,0.03048,0.42672,14
12.5,162.04,146.91,12.192,10.552,-0.03048,1.0058,14
12.6,163.26,147.97,12.189,10.653,0.03048,1.7983,14
12.7,164.48,149.04,12.192,10.833,0.3048,2.8042,14
12.8,165.7,150.12,12.222,11.113,-0.64008,3.7186,14
12.9,166.92,151.23,12.158,11.485,-1.3716,2.987,14
13,168.13,152.38,12.021,11.784,-0.54864,0.24384,14
13.1,169.34,153.56,11.966,11.808,0.70104,-2.8346,14
13.2,170.53,154.74,12.037,11.524,1.6459,-3.9929,14
13.3,171.74,155.89,12.201,11.125,0.3048,-1.7983,14
13.4,172.96,157,12.232,10.945,-1.6459,0.73152,14
13.5,174.18,158.1,12.067,11.019,-2.3165,1.1887,14
13.6,175.39,159.2,11.835,11.137,-2.7432,-0.73152,14
13.7,176.57,160.31,11.561,11.064,-2.6213,-2.3165,14
13.8,177.73,161.42,11.299,10.833,-2.7737,-1.7069,14
13.9,178.86,162.5,11.022,10.662,-2.286,-0.36576,14
14,179.96,163.57,10.793,10.625,-1.3106,0.27432,14
14.1,181.04,164.63,10.662,10.653,-0.36576,0.18288,14
14.2,182.1,165.7,10.625,10.671,0.3048,0.3048,14
14.3,183.17,166.76,10.656,10.702,0.1524,-0.67056,14
14.4,184.23,167.83,10.671,10.634,-0.03048,-1.4021,14
14.5,185.3,168.9,10.668,10.494,0,-0.51816,14
14.6,186.37,169.95,10.668,10.442,0,0.54864,14
14.7,187.43,170.99,10.668,10.497,0,1.4021,14
14.8,188.5,172.04,10.668,10.638,0,0.64008,14
14.9,189.57,173.1,10.668,10.702,0,-0.33528,14
15,190.63,174.17,10.668,10.668,0,0,14
15.1,191.7,175.24,10.668,10.668,0,-0.03048,14
15.2,192.77,176.31,10.668,10.665,0,0.03048,14
15.3,193.83,177.37,10.668,10.668,0,0,14
15.4,194.9,178.44,10.668,10.668,0,0,14
15.5,195.97,179.51,10.668,10.668,0,0,14
15.6,197.03,180.57,10.668,10.668,-0.03048,0,14
15.7,198.1,181.64,10.665,10.668,0.06096,0,14
15.8,199.17,182.71,10.671,10.668,0.03048,0,14
15.9,200.23,183.77,10.674,10.668,0.03048,0,14
16,201.3,184.84,10.677,10.668,-0.21336,0,14
16.1,202.37,185.91,10.656,10.668,-0.48768,-0.06096,14
16.2,203.44,186.98,10.607,10.662,-0.57912,0.18288,14
16.3,204.5,188.04,10.549,10.68,-0.33528,0.39624,14
16.4,205.55,189.11,10.516,10.72,-0.12192,-0.3048,14
16.5,206.6,190.18,10.503,10.689,0.03048,-1.8898,14
16.6,207.65,191.25,10.506,10.5,0.09144,-4.1758,14
16.7,208.7,192.3,10.516,10.083,-0.06096,-3.5052,14
16.8,209.76,193.31,10.51,9.7323,0.48768,-4.2672,14
16.9,210.81,194.28,10.558,9.3055,0.36576,-2.3165,14
17,211.86,195.21,10.595,9.0739,-3.2614,-0.27432,14
17.1,212.92,196.12,10.269,9.0465,-5.6388,1.8898,14
17.2,213.95,197.02,9.7048,9.2354,-5.3035,3.5662,14
17.3,214.92,197.95,9.1745,9.5921,-5.0902,3.871,14
17.4,215.84,198.91,8.6655,9.9792,-6.4922,3.6576,14
17.5,216.7,199.91,8.0162,10.345,3.2004,1.7678,14
17.6,217.5,200.94,8.3363,10.522,5.0292,0.42672,14
17.7,218.34,201.99,8.8392,10.564,4.3891,-0.39624,14
17.8,219.22,203.05,9.2781,10.525,3.7186,0.09144,14
17.9,220.15,204.1,9.65,10.534,0.33528,0.51816,14
18,221.11,205.15,9.6835,10.586,-0.6096,-0.88392,14
18.1,222.08,206.21,9.6225,10.497,0.27432,-3.7795,14
18.2,223.05,207.26,9.65,10.119,0.27432,-3.9929,14
18.3,224.01,208.27,9.6774,9.7201,-1.0973,-4.4196,14
18.4,224.98,209.25,9.5677,9.2781,-2.5298,-3.109,14
18.5,225.93,210.17,9.3147,8.9672,-2.5298,0.06096,14
18.6,226.87,211.07,9.0617,8.9733,-0.42672,1.2497,14
18.7,227.77,211.97,9.019,9.0983,0.70104,0.24384,14
18.8,228.67,212.88,9.0891,9.1227,-1.0058,0.36576,14
18.9,229.58,213.79,8.9886,9.1592,-3.9319,8.0162,14
19,230.48,214.71,8.5954,9.9609,-3.6271,5.0292,14
19.1,231.34,215.7,8.2326,10.464,-4.4501,8.2906,14
19.2,232.16,216.75,7.7876,11.293,-1.7069,-6.7056,14
19.3,232.94,217.88,7.617,10.622,-0.42672,-9.5098,14
19.4,233.71,218.94,7.5743,9.6713,0.27432,-11.217,14
19.5,234.46,219.91,7.6017,8.5496,0.24384,-9.5707,14
19.6,235.22,220.76,7.6261,7.5926,-0.06096,-6.4008,14
19.7,235.99,221.52,7.62,6.9525,0,8.382,14
19.8,236.75,222.22,7.62,7.7907,0,5.273,14
19.9,237.51,223,7.62,8.318,0,8.1686,14
20,238.27,223.83,7.62,9.1349,-2.84E-12,1.4326,14
20.1,239.03,224.74,7.62,9.2781,2.84E-12,-1.0058,14
20.2,239.8,225.67,7.62,9.1775,0,-2.3774,14
20.3,240.56,226.59,7.62,8.9398,0,-4.6025,14
20.4,241.32,227.48,7.62,8.4795,0,-3.4138,14
20.5,242.08,228.33,7.62,8.1382,0,-4.8463,14
20.6,242.84,229.14,7.62,7.6535,0,-1.5545,14
20.7,243.61,229.91,7.62,7.4981,0,0.4572,14
20.8,244.37,230.66,7.62,7.5438,0,0.79248,14
20.9,245.13,231.41,7.62,7.623,0,0.09144,14
21,245.89,232.17,7.62,7.6322,0,-0.12192,14
21.1,246.65,232.94,7.62,7.62,0,0,14
21.2,247.42,233.7,7.62,7.62,0,0,14
21.3,248.18,234.46,7.62,7.62,0,0,14
21.4,248.94,235.22,7.62,7.62,0,0,14
21.5,249.7,235.99,7.62,7.62,0,0,14
21.6,250.46,236.75,7.62,7.62,0.18288,0,14
21.7,251.23,237.51,7.6383,7.62,-0.36576,0,14
21.8,251.99,238.27,7.6017,7.62,-0.762,-2.84E-12,14
21.9,252.75,239.03,7.5255,7.62,-0.3048,2.84E-12,14
22,253.5,239.8,7.495,7.62,0.3048,0,14
22.1,254.25,240.56,7.5255,7.62,0.762,0,14
22.2,255,241.32,7.6017,7.62,0.36576,0,14
22.3,255.76,242.08,7.6383,7.62,-0.21336,0,14
22.4,256.53,242.84,7.617,7.62,0.09144,0,14
22.5,257.29,243.61,7.6261,7.62,-0.21336,0,14
22.6,258.05,244.37,7.6048,7.62,-0.24384,0,14
22.7,258.81,245.13,7.5804,7.62,0.33528,0,14
22.8,259.57,245.89,7.6139,7.62,1.2802,0,14
22.9,260.33,246.65,7.7419,7.62,2.347,0,14
23,261.11,247.42,7.9766,7.62,2.7432,0,14
23.1,261.9,248.18,8.2509,7.62,2.6213,0,14
23.2,262.73,248.94,8.5131,7.62,2.7432,0,14
23.3,263.58,249.7,8.7874,7.62,2.3165,0,14
23.4,264.46,250.46,9.019,7.62,1.3106,0.24384,14
23.5,265.36,251.23,9.1501,7.6444,0.39624,-0.54864,14
23.6,266.28,251.99,9.1897,7.5895,-0.51816,-1.2497,14
23.7,267.2,252.75,9.1379,7.4646,-0.9144,0.03048,14
23.8,268.11,253.5,9.0465,7.4676,2.0726,2.5908,14
23.9,269.01,254.24,9.2537,7.7267,7.1018,4.4806,14
24,269.94,255.01,9.9639,8.1747,6.919,3.6881,14
24.1,270.94,255.83,10.656,8.5435,7.62,4.3586,14
24.2,272,256.69,11.418,8.9794,7.2847,1.8593,14
24.3,273.14,257.58,12.146,9.1653,5.3645,0.27432,14
24.4,274.36,258.5,12.683,9.1928,-9.3269,-0.36576,14
24.5,275.63,259.42,11.75,9.1562,-6.4922,-0.18288,14
24.6,276.8,260.34,11.101,9.1379,-7.2542,0.06096,14
24.7,277.91,261.25,10.375,9.144,-6.6751,0,14
24.8,278.95,262.16,9.7079,9.144,-4.7549,0,14
24.9,279.92,263.08,9.2324,9.144,0.36576,0.06096,14
25,280.84,263.99,9.269,9.1501,0.18288,-0.21336,14
25.1,281.77,264.91,9.2873,9.1288,-0.51816,-0.36576,14
25.2,282.7,265.82,9.2354,9.0922,0.18288,0.27432,14
25.3,283.62,266.73,9.2537,9.1196,1.8593,1.9202,14
25.4,284.55,267.64,9.4397,9.3116,3.3833,4.4196,14
25.5,285.49,268.57,9.778,9.7536,3.81,3.5357,14
25.6,286.47,269.55,10.159,10.107,2.8956,3.9624,14
25.7,287.48,270.56,10.449,10.503,1.5545,1.6459,14
25.8,288.53,271.61,10.604,10.668,0.67056,0.1524,14
25.9,289.59,272.68,10.671,10.683,0.09144,-0.24384,14
26,290.66,273.74,10.68,10.659,-0.09144,-0.03048,14
26.1,291.72,274.81,10.671,10.656,-0.03048,-0.18288,14
26.2,292.79,275.88,10.668,10.638,0,-0.33528,14
26.3,293.86,276.94,10.668,10.604,0,0.57912,14
26.4,294.93,278,10.668,10.662,0,1.6764,14
26.5,295.99,279.07,10.668,10.83,0,2.1946,14
26.6,297.06,280.15,10.668,11.049,-0.03048,1.3106,14
26.7,298.13,281.25,10.665,11.18,0.03048,0,14
26.8,299.19,282.37,10.668,11.18,0,0.21336,14
26.9,300.26,283.49,10.668,11.201,0.03048,1.0058,14
27,301.33,284.61,10.671,11.302,-0.03048,1.0668,14
27.1,302.39,285.74,10.668,11.409,0,0.57912,14
27.2,303.46,286.88,10.668,11.467,-0.06096,-0.1524,14
27.3,304.53,288.03,10.662,11.451,0.18288,-0.42672,14
27.4,305.59,289.17,10.68,11.409,0.3048,-0.18288,14
27.5,306.66,290.31,10.711,11.39,-0.36576,0.24384,14
27.6,307.73,291.45,10.674,11.415,-1.6764,1.585,14
27.7,308.8,292.59,10.506,11.573,-2.347,2.8346,14
27.8,309.85,293.75,10.272,11.857,-1.2497,2.0726,14
27.9,310.88,294.94,10.147,12.064,0.97536,-0.27432,14
28,311.89,296.14,10.244,12.037,2.5908,-2.0117,14
28.1,312.92,297.35,10.503,11.835,2.9261,-0.94488,14
28.2,313.97,298.53,10.796,11.741,2.8651,0.85344,14
28.3,315.05,299.71,11.083,11.826,2.1031,0.51816,14
28.4,316.15,300.89,11.293,11.878,1.0363,-2.3774,14
28.5,317.28,302.08,11.396,11.64,0.67056,-4.2367,14
28.6,318.42,303.24,11.464,11.217,1.0973,-2.7127,14
28.7,319.57,304.36,11.573,10.945,2.3165,0.79248,14
28.8,320.73,305.46,11.805,11.025,2.5603,2.6822,14
28.9,321.91,306.56,12.061,11.293,1.4021,1.524,14
29,323.11,307.69,12.201,11.445,0.3048,-1.0363,14
29.1,324.33,308.83,12.232,11.342,-0.27432,-2.7737,14
29.2,325.56,309.97,12.204,11.064,-0.27432,-2.7127,14
29.3,326.78,311.07,12.177,10.793,0.24384,-1.3411,14
29.4,328,312.15,12.201,10.659,0.42672,-0.3048,14
29.5,329.22,313.22,12.244,10.628,0.18288,0.3048,14
29.6,330.44,314.28,12.262,10.659,-0.18288,0,14
29.7,331.67,315.35,12.244,10.659,-0.42672,-0.33528,14
29.8,332.89,316.41,12.201,10.625,-0.18288,0.39624,14
29.9,334.11,317.48,12.183,10.665,0.09144,1.6459,14
30,335.33,318.54,12.192,10.83,0,2.4079,14
30.1,336.55,319.62,12.192,11.07,-0.03048,0.97536,14
30.2,337.77,320.73,12.189,11.168,0.09144,-1.524,14
30.3,338.99,321.85,12.198,11.015,0.03048,-2.0422,14
30.4,340.21,322.95,12.201,10.811,-0.03048,0.18288,14
30.5,341.43,324.03,12.198,10.83,-0.18288,3.871,14
30.6,342.65,325.11,12.18,11.217,-0.48768,4.2672,14
30.7,343.86,326.24,12.131,11.643,0.36576,4.2977,14
30.8,345.08,327.4,12.168,12.073,1.8593,4.0843,14
30.9,346.29,328.61,12.354,12.482,2.3774,4.9987,14
31,347.53,329.86,12.591,12.981,1.0363,2.286,14
31.1,348.79,331.15,12.695,13.21,-1.0363,-2.1336,14
31.2,350.06,332.47,12.591,12.997,-1.1278,-4.511,14
31.3,351.32,333.77,12.479,12.546,0.82296,-3.3223,14
31.4,352.56,335.03,12.561,12.213,3.0175,-0.79248,14
31.5,353.82,336.25,12.863,12.134,2.987,0.33528,14
31.6,355.11,337.46,13.161,12.168,1.4935,0.3048,14
31.7,356.42,338.68,13.311,12.198,0.18288,-0.06096,14
31.8,357.75,339.9,13.329,12.192,0.06096,0,14
31.9,359.09,341.12,13.335,12.192,1.0058,-0.03048,14
32,360.42,342.34,13.436,12.189,1.4935,0.03048,14
32.1,361.76,343.56,13.585,12.192,1.0668,0,14
32.2,363.12,344.78,13.692,12.192,0.42672,0,14
32.3,364.49,346,13.734,12.192,-0.06096,0.03048,14
32.4,365.87,347.22,13.728,12.195,-0.09144,-0.18288,14
32.5,367.24,348.43,13.719,12.177,-0.03048,-0.18288,14
32.6,368.61,349.65,13.716,12.158,0,0.48768,14
32.7,369.98,350.87,13.716,12.207,0.12192,1.585,14
32.8,371.35,352.09,13.728,12.366,-0.24384,2.9566,14
32.9,372.73,353.33,13.704,12.661,-0.4572,3.871,14
33,374.1,354.59,13.658,13.048,-0.18288,3.3528,14
33.1,375.46,355.9,13.64,13.384,0.18288,1.8593,14
33.2,376.83,357.24,13.658,13.57,0.4572,0.33528,14
33.3,378.19,358.59,13.704,13.603,0.24384,-0.24384,14
33.4,379.56,359.95,13.728,13.579,-0.1524,0.24384,14
33.5,380.94,361.31,13.713,13.603,0.03048,0.57912,14
33.6,382.31,362.67,13.716,13.661,0,0.54864,14
33.7,383.68,364.04,13.716,13.716,0,0.6096,14
33.8,385.05,365.41,13.716,13.777,0.03048,-0.21336,14
